"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 23 00:09:14 WIB 2024","Fri Feb 23 00:09:17 WIB 2024","2525","","","","","","Get user details",""
